appid,source,added_at
4797280,featured_coming_soon,2026-09-08
4809930,charts_top100,2026-09-07
4815800,featured_new_releases,2026-09-08
4820770,featured_new_releases,2026-09-08
4829380,featured_new_releases,2026-09-08
4843710,featured_coming_soon,2026-09-07
4900990,featured_new_releases,2026-09-08
4907420,featured_new_releases,2026-09-07
4932290,featured_new_releases,2026-09-07
4945040,featured_new_releases,2026-09-07
4947410,featured_new_releases,2026-09-08
4977940,featured_new_releases,2026-09-08
4992680,featured_new_releases,2026-09-07
4993840,featured_new_releases,2026-09-08
5001300,featured_new_releases,2026-09-07
5005100,featured_new_releases,2026-09-07
5008480,featured_new_releases,2026-09-08
5016700,featured_new_releases,2026-09-07
5026320,featured_new_releases,2026-09-08
5033210,featured_new_releases,2026-09-08
5042310,featured_new_releases,2026-09-08
5048180,featured_coming_soon,2026-09-08
5059870,featured_new_releases,2026-09-08
5068650,featured_new_releases,2026-09-07
5070180,featured_new_releases,2026-09-07
5083730,featured_coming_soon,2026-09-08
5096220,featured_new_releases,2026-09-07
5097840,featured_new_releases,2026-09-07
5107680,featured_coming_soon,2026-09-07
5110470,featured_coming_soon,2026-09-08
5113110,featured_new_releases,2026-09-08
5130890,featured_coming_soon,2026-09-07
5141710,featured_new_releases,2026-09-07
5174670,featured_coming_soon,2026-09-07
5177990,featured_coming_soon,2026-09-08
